R_t,turnover,window
-0.002584375,2.0,2012
-0.0015950597324961699,0.7235399166821395,2012
-0.005719741081434075,0.6737991155719991,2012
0.0018034269372617152,0.31083865658064835,2012
0.006736184485415474,1.3784692174455853,2012
-4.3655034164758324e-05,0.4728311439317226,2012
0.003810124232160096,0.31301661320753366,2012
-0.006414411279911134,0.7966802032724208,2012
0.006044380419825298,0.8624755029307767,2012
0.006988733737041934,0.5345727274821307,2012
0.000271554030076293,0.7722395037683115,2012
-0.0011651126670374136,0.3519259710338949,2012
-0.0024001370842608623,0.8268141482676299,2012
0.0004408779211755336,0.841601577702949,2012
0.009872245232249593,0.9836511172259002,2012
-0.0038551768105609206,0.906080608247719,2012
-0.0017629874528308806,0.6079916756646443,2012
-0.0033592960526376836,0.39620920056392744,2012
-0.001979371582303948,0.5145047949136254,2012
0.01011745153104003,0.760289262772585,2012
-0.003872143158237592,0.6968463333413917,2012
0.00583098555855818,0.00022779061104651402,2012
-0.004681131162237912,0.5404999921114958,2012
0.0002797654847494625,0.8796843015921278,2012
0.00199700545625437,0.3991239894358076,2012
0.0016293481013667042,0.5821865268790658,2012
-0.008411241464738215,0.5428224233064262,2012
0.00862299411344047,0.6626435719560765,2012
-0.005091946354121828,0.31432607387041595,2012
-0.0050434522616151795,0.42285333280826387,2012
0.00725262429207108,0.5264419088118611,2012
0.003890257173420531,0.3333520921510763,2012
-0.002694112523641542,0.5695641983766401,2012
-0.007350418294702956,0.7650663951396576,2012
0.006388522843945293,0.5333654429763127,2012
0.0018002277493129675,0.5903526727468349,2012
0.00457911546040053,0.14948019255920902,2012
0.006031652812568116,0.442580111926624,2012
-0.004248550116706279,0.32369033755863313,2012
0.007169335948983057,0.15217569340670042,2012
-0.0013259947655544393,0.5256367457333211,2012
-0.005247476481901314,0.18612122176034526,2012
-0.012031632607682034,0.23065631688895816,2012
0.008450027317282033,0.16129483063959132,2012
0.01030992194909976,0.11299433294203284,2012
0.0049432834533798395,0.13853078689452467,2012
0.00017660815206007216,0.5680516131483844,2012
0.018977643528261565,0.6407428513221535,2012
0.0013837127617169394,0.4497489420602545,2012
0.0030812032391381275,0.19082543137375466,2012
-0.0013703249494918192,0.05777304154859811,2012
0.006305302271982162,0.48829992254337895,2012
0.0007775888182287379,0.10307251894211535,2012
-0.00033265801457458844,0.8470624057255176,2012
-0.0023391424005688335,0.15617999498797294,2012
9.938787076604728e-05,0.021649448343664408,2012
0.014734277147202789,0.07192685670996071,2012
-0.0005417958059031386,0.15095585044406526,2012
-0.004103169337839189,0.06142483324449017,2012
-0.0017365315208073167,0.08202388783205433,2012
-0.0025611048389597266,0.1654151203289035,2012
0.0105389387113833,0.09488714904863498,2012
-0.0007270578505709015,0.08970182620410351,2012
-0.011170287048041449,0.1506199882430582,2012
0.0023254986047154874,0.15193868240314323,2012
-0.0069608211909824155,4.635289081667602e-05,2012
-0.01387343940825106,0.05569999609323314,2012
0.005754391149639394,0.05620613609320834,2012
0.012453116607096335,0.00010523988001979372,2012
-0.015624185805169293,0.0001039371414371131,2012
-0.010469101984606403,0.00010559635472685741,2012
0.021581748115653412,0.043900006339865454,2012
-0.004596449769337896,0.67953689602021,2012
-0.008456599081747987,0.048240088021915574,2012
0.003092765580592004,0.40397217225482124,2012
-0.01193410669242993,0.06396411599748145,2012
-0.0004432323086914641,0.36652938689961057,2012
0.015460202995054191,0.19707834521437914,2012
0.008778802222746733,0.35496424428561674,2012
-0.0010672303658730994,0.2155405792247398,2012
-0.004058983712685609,0.18286004743682616,2012
0.004486316070797172,0.7181073820231799,2012
0.0020924553585487523,0.3670584466273637,2012
-0.002575267068404315,0.3439672652515771,2012
-0.012625130695106197,0.2659418617446939,2012
0.000999284553117085,0.3299336576766095,2012
-0.003272233224507167,0.24590925564612512,2012
-0.004768546202058785,0.10228962687211332,2012
0.007508717547263894,0.36831177867014425,2012
-0.0014951272356109467,0.33962890178660715,2012
-0.00298137196699794,0.19039122063145297,2012
-0.0037216704075511693,0.09497793479096729,2012
0.002225639578333722,0.2425329849812995,2012
-0.006571748984154779,0.43190726636294985,2012
-0.00506848836409859,0.24134589969636733,2012
0.002891300906394048,0.2809362277867777,2012
0.003891023802522203,0.20604168657707234,2012
-0.003662876713990408,0.1765183072549392,2012
0.004879659269265542,0.9158932431641501,2012
0.0028765546722228186,0.1080826600219218,2012
0.005009514490839677,0.737376769633407,2012
-0.006783958729567601,0.33763504291325136,2012
0.002608671662705512,0.1052261186383357,2012
-0.01039366628673944,0.1456652233586134,2012
0.0033512349216968085,0.45167641348459786,2012
0.00362750890113966,0.4188162870396241,2012
0.013903844382876965,0.000114940138973206,2012
0.007679157334086866,0.00011337702779397189,2012
0.0021774616919103423,0.00011252775841139943,2012
-0.0008145260002430719,0.00011228630917956429,2012
0.0010869199915840917,0.00011239167755839268,2012
0.00027136150972791344,0.00011227107116405032,2012
0.006785869323104394,0.00011219624089437588,2012
0.004952173149022342,0.00011146043589704358,2012
0.0037907151287452402,0.00011088778759380483,2012
-0.00215741594285187,0.00011049955163736625,2012
-0.009731862166882174,0.00010072462700048024,2012
-0.0103739378731682,0.00011181875361574786,2012
0.00027589709445086715,0.00011300088273258693,2012
-0.0019303773395346114,0.00012299888036025364,2012
0.001381994532610975,0.00011315414345379151,2012
0.01131245499534559,0.00011301644058797991,2012
0.0035467873791916005,0.00011172865960721218,2012
0.0057097707972660035,0.00011135235481788441,2012
0.006217457826749345,0.00011073820732274587,2012
-0.0024181482109657143,0.00011003847386755348,2012
-0.005924587275435625,0.00011029106038722093,2012
-0.0021674928364525162,0.00011097741689938247,2012
-0.0032577557294577978,0.00011121715183517487,2012
0.0016342747152925646,0.00011157770866804806,2012
0.005166820112150192,0.00010135389528659311,2012
0.0013526239999013636,0.00011084276124565171,2012
0.008915911264595759,0.00011064870370448299,2012
-0.0005352567351464102,0.00010968285925181664,2012
0.002143466442489277,0.00010977183662312933,2012
0.003208322731622008,0.00010953525414291891,2012
0.0018656256561714714,0.00010918131883954806,2012
0.002128142670490663,0.000108960466865935,2012
-0.0066363672784539585,0.00010872555871088887,2012
-0.00881844183458147,9.943281016941516e-05,2012
-0.000539370232675053,0.00011041014891994291,2012
0.015645477735120376,0.00011049955163736625,2012
0.011685885050243474,0.00010881405069245816,2012
0.003675277572340665,0.00010753008814109926,2012
-0.008108534688172844,0.00010715439026856235,2012
-0.007647043313145703,0.00010800954640089339,2012
-0.005580303954745513,0.00010884296099020497,2012
0.011757564269887501,0.00010944639049168079,2012
-0.0023771324026072415,0.00010821433834698018,2012
-0.010062479036797722,0.10469996618037601,2012
0.0022824149378164525,0.22740331265960928,2012
-0.0012800943046675946,0.4759819825273428,2012
0.00197288073246259,0.20055230633398766,2012
-0.0018125257775804921,0.5305944074763953,2012
-0.0013186997641808204,0.2118601265357791,2012
-0.003228429916382346,0.3617496050971005,2012
-0.00032817608193438865,0.6356300176942632,2012
-0.0015410341818148324,0.6847304496569212,2012
0.0008861199312696697,0.40505761112844213,2012
-0.006687144713708665,0.6290617420086233,2012
-0.00021834749656113566,0.13947308834797326,2012
-0.008579769311749915,0.08627349131120972,2012
0.006092143125394705,1.287130038040085,2012
0.0005686045940227169,0.42860741817526904,2012
-0.00046685971671946267,0.7490363320135409,2012
-0.002195832497448735,0.47736102604671626,2012
-0.0074459831857846236,0.6021371294790069,2012
0.0041529625361474195,0.6067877439094848,2012
0.0013491409175824657,0.3285188349173297,2012
-0.0017817599198394162,0.7875196825478542,2012
0.01897150705669633,0.6775051840069709,2012
0.00040321353798603054,0.2927090937109542,2012
-0.006634884048052519,0.4801323696393373,2012
0.0072778134210048405,0.6922529322112645,2012
0.004702119860900639,0.8922227677529059,2012
0.018340148033773707,1.0590607173424524,2012
0.013069010318956244,0.3643653271141895,2012
-0.007882157372720258,0.31444447243425494,2012
-0.007105162625203561,0.37683782426797746,2012
-0.009673152998384648,0.00039305976552780544,2012
0.0028100779109627282,0.0003968379727593488,2012
0.0010995728894941618,0.33677996284926565,2012
-0.004779262007088067,0.30904684450301945,2012
-0.012138263146515005,0.4671832315661319,2012
-0.00782018881286606,0.43488795049114665,2012
0.010260897076459897,0.6472919844430207,2012
-0.004322406398502995,0.6950451889027335,2012
0.005578903850798923,0.6095691452562495,2012
0.0031789803514464237,0.09611156787420844,2012
-0.003465855434223305,0.19866630664523424,2012
0.008545889939064095,0.11837413023942277,2012
-0.000561098150860722,0.9139198049500619,2012
-0.0028799415402978017,0.5692489520636257,2012
-0.010904950003604448,0.5768668875407366,2012
-0.008097657882254724,0.4830874846608814,2012
0.004507689093974314,1.0647517890485156,2012
-0.013723681170893167,1.2865558542066218,2012
0.01138468650723039,0.0001512709038352206,2012
0.007032915560738714,0.3462199789976818,2012
0.007895486514041893,0.44259657923159873,2012
0.0008803434674566698,0.41783186768538505,2012
-0.015561975564654716,0.2546553580728173,2012
0.00035685315655637064,0.02282136054080132,2012
-0.016088951856133366,0.5819309853541985,2012
0.0005284160166737411,0.22040521601071741,2012
0.0035665798357934105,0.1565600151899512,2012
-0.004776370295827326,0.2016652542840019,2012
-5.753435596660738e-05,0.46324213928250046,2012
0.010244209452723967,0.1387280765147172,2012
-0.005942198836719265,0.3718788219187497,2012
-0.0008279483555658913,0.18001617885173296,2012
0.007786123919686044,0.20549107485326967,2012
-0.027029269754742187,0.09044342016981563,2012
-0.008930410621727032,0.43285943909044505,2012
-0.002694742091037359,1.358570047875712,2012
0.0019356659809147015,1.5734653025969998,2012
-0.007083049699073596,2.6328870732415982e-05,2012
-0.01482457216470234,0.9703200042075644,2012
-0.00250770929494203,0.8904934544335029,2012
0.007503296044545071,0.1380220972127907,2012
0.010529245772722948,0.0004342653240402187,2012
0.005590935221430551,0.0004297379995182475,2012
-0.00016288166117496108,0.8304300019176086,2012
0.01226391369983741,0.33507822546493116,2012
-0.004254145204058152,0.7497600008320499,2012
-0.006482156645284537,0.4965771213072222,2012
0.0056266287027534,0.5295075206648412,2012
0.004668823952487594,0.6520488917983724,2012
0.000952245847177074,0.8680491870439321,2012
-0.004338848643213737,0.059847859259390054,2012
-0.0018186284490426675,0.1351962610886037,2012
0.001372322969885611,0.6531141922838254,2012
-0.0004953451079506833,0.5968145156318055,2012
0.0032211510100993023,0.0004918829753791888,2012
0.004198657400402391,0.0004903184031229932,2012
0.00617442297348413,0.8783999967658901,2012
-0.0014606663523870362,0.8736561209468211,2012
-0.00853040674729122,0.00044474167956896774,2012
-0.003932847238077323,0.0004485621413548848,2012
0.007897202254771226,0.0004502821080360151,2012
0.007835548871803585,0.00044678940785521787,2012
-0.007264418175662049,1.411959990501507,2012
0.010455820796805217,0.5862074768300793,2012
-0.00944827038212216,0.05719120535422963,2012
-0.0019684109810936315,0.5977258762062654,2012
-0.0008257690697429705,0.22117138162810082,2012
-0.0035946346751873706,0.4119426760925528,2012
-0.00796960339683,0.06825946672337686,2012
0.012977515694281147,0.0001352794934169709,2012
0.029284493817855556,0.00013351902119093726,2012
-0.000482578125,2.0,2013
0.00876485472716013,0.5833466142787127,2013
-0.003536660855655903,0.2165690921735281,2013
-0.005430504618277235,0.14431495714695816,2013
0.006760733004719058,0.36546596957298205,2013
0.0056259440317777114,0.3759625683251882,2013
-0.0035677342454995,0.33654327875523044,2013
0.0005748188723800578,0.9750900183561227,2013
0.0032171983791318337,0.1846992959811918,2013
-0.0027128318793145354,0.27963615692363286,2013
0.010471075700098111,0.5435123284324432,2013
0.005171362581792311,0.6075619373218273,2013
0.003393506163677944,0.5749064317581628,2013
0.0004185566919466806,0.2643472293207079,2013
0.005711553922323474,0.3979500074342077,2013
0.004991462448969484,0.39760021802576306,2013
-0.0016918926780660512,0.40434515526476744,2013
-0.0010465355774311033,0.1706570052844668,2013
-0.005937309317724695,0.1902930690293964,2013
-0.0038180087063511624,0.2428999609590165,2013
0.009229012326801974,0.6453567405859159,2013
-0.010646860265404933,0.6530971062025871,2013
0.01044205921082906,0.4528529165623851,2013
0.0011054368552843592,1.0579312787402315,2013
-0.0028463637650180296,0.4125847853131576,2013
0.004282563864387919,0.22095777212021614,2013
0.0018981365951379484,0.38503458498226256,2013
0.004879053579508996,0.5209258048322405,2013
0.0010666770652553272,0.6279924231847759,2013
0.0025636699425873747,0.022192635240149992,2013
-0.0015558539124407725,0.33072055594260347,2013
0.00829272761930804,0.052546202669541534,2013
-0.013651275307656268,0.277925437620013,2013
-0.0075452950070925475,0.08746514735329282,2013
0.009253099522481092,0.673010045480267,2013
-0.019341347532549017,0.8191094459600203,2013
0.004535046681722948,0.47755186702726204,2013
