date,R_t,turnover,window
2012-01-04,0.0012917968750000002,1.9372737884521485,2012
2012-01-05,0.0010124201582442471,0.9415822525466153,2012
2012-01-06,-0.0019558206239787715,0.7252137832136798,2012
2012-01-09,0.0003228294246045148,1.007436031328781,2012
2012-01-10,0.01197799669990731,1.55649653625296,2012
2012-01-11,0.001227006582423019,1.1217753834528348,2012
2012-01-12,0.001741804066920297,0.9851973925982774,2012
2012-01-13,-0.0030179142969147593,0.689162131529947,2012
2012-01-17,0.0009270848219821267,0.8405508447615521,2012
2012-01-18,0.00151765748932914,0.26950940064308243,2012
2012-01-19,0.0022949560799253,0.578941726731254,2012
2012-01-20,-0.0016807208204689093,0.614099940280288,2012
2012-01-23,0.00013128202830961378,0.945097768595588,2012
2012-01-24,-0.0005905054916966561,1.0720535589092173,2012
2012-01-25,0.00409963030129495,0.7647802551575291,2012
2012-01-26,-0.004322877502254413,1.2330721731127607,2012
2012-01-27,-0.0011141238670234611,0.7748801403125736,2012
2012-01-30,-0.004115875823230868,0.6731025559514975,2012
2012-01-31,-0.0003297437249349806,0.7556627907298863,2012
2012-02-01,0.008011533701106372,0.6305795793949797,2012
2012-02-02,0.0003412086145697879,0.8083694230655759,2012
2012-02-03,0.011270765203878727,0.5315152218238675,2012
2012-02-06,-1.810117968540515e-05,0.536889308093978,2012
2012-02-07,0.0006579874957942974,0.9414180344145381,2012
2012-02-08,0.0018498312375939366,1.0144022555316776,2012
2012-02-09,0.00010836022138000986,1.2437595797576457,2012
2012-02-10,-0.004583407347342193,0.8954602076212119,2012
2012-02-13,0.0005114916198766101,0.8958680482849115,2012
2012-02-14,-0.003063869500128659,1.1666550946546248,2012
2012-02-15,-0.0007905497125572581,0.9349044998874207,2012
2012-02-16,0.0076653581104290614,0.8934135112116834,2012
2012-02-17,0.0013193803827599943,0.7640924660998469,2012
2012-02-21,0.0007073889079010048,0.8019300812630451,2012
2012-02-22,-0.0006205401158740301,0.6340464475750738,2012
2012-02-23,0.002772982627566844,0.6018265636888696,2012
2012-02-24,0.0011574270471636657,0.48205575870580936,2012
2012-02-27,0.00040862517989592744,0.679854831735418,2012
2012-02-28,0.0017864025089654526,0.995100602996162,2012
2012-02-29,-0.002675248694516747,0.8146579482084393,2012
2012-03-01,0.004807322995854183,0.5678343924238548,2012
2012-03-02,-0.0007648767957657155,0.795809320049562,2012
2012-03-05,-0.003734860247539183,0.954012066273504,2012
2012-03-06,-0.005012763817431343,0.7850243662341453,2012
2012-03-07,0.0025586442469788893,0.3139922532821112,2012
2012-03-08,0.002700109406561286,0.3624413494620652,2012
2012-03-09,0.002357036228833902,0.8923773449843508,2012
2012-03-12,-0.00024026604905397954,0.8037978862438294,2012
2012-03-13,0.008425386237013534,0.4709379558294879,2012
2012-03-14,-0.002555893902363798,0.7296248163087842,2012
2012-03-15,0.0031700254695853068,0.700727355263908,2012
2012-03-16,0.0009151972614193191,0.4078497836023603,2012
2012-03-19,0.001200416896502357,0.30968235719553255,2012
2012-03-20,-0.001662965006580414,0.38076762023980854,2012
2012-03-21,-0.0010000888891241902,0.3806706854698183,2012
2012-03-22,-0.004951746962790037,0.39429365785146075,2012
2012-03-23,0.0021315321370614726,0.33632364639651,2012
2012-03-26,0.009750549493796199,0.632074441683813,2012
2012-03-27,-0.001142393308508971,0.550313187399601,2012
2012-03-28,-0.0035171607249246924,0.25298077940993613,2012
2012-03-29,-0.0003711455997232622,0.5091741710779598,2012
2012-03-30,0.0028158539527130917,0.40420140786405223,2012
2012-04-02,0.004065710865004421,0.371224788889963,2012
2012-04-03,-0.0005232970095428058,0.7484257961044591,2012
2012-04-04,-0.009270294077264662,1.4014822597412464,2012
2012-04-05,-0.0010822910290319452,0.8731651941829599,2012
2012-04-09,-0.008745437052152867,0.5459551597149945,2012
2012-04-10,-0.0123096812898354,0.3443332651559495,2012
2012-04-11,0.006713831749869286,0.28858205727742786,2012
2012-04-12,0.009333128472063738,0.34025956123269785,2012
2012-04-13,-0.007469802097830006,0.4043839190374891,2012
2012-04-16,0.0010740794699143775,0.4319198473451885,2012
2012-04-17,0.01038106155410042,0.373829127301465,2012
2012-04-18,-0.0018466013652674543,0.4801572316357741,2012
2012-04-19,-0.0020480514786003715,0.3721251710559862,2012
2012-04-20,0.0005051768583784167,0.7127832546932741,2012
2012-04-23,-0.0050137630789335915,0.4989380866957031,2012
2012-04-24,0.0023635853063284674,0.31588708425011813,2012
2012-04-25,0.003345358352264001,0.5287845666278289,2012
2012-04-26,0.00442801481707344,0.9186960959793531,2012
2012-04-27,0.0012155703859236253,0.7769294188126435,2012
2012-04-30,-0.0034338457365030704,0.8984812977396149,2012
2012-05-01,0.0011592847342908482,1.2104955614406614,2012
2012-05-02,-0.001689530842840264,0.7183855191934245,2012
2012-05-03,-0.0028296033714161036,0.448445185539054,2012
2012-05-04,-0.0115657588871842,0.7685938863970561,2012
2012-05-07,-7.518107545694637e-05,1.109625424995456,2012
2012-05-08,-0.0033233432740522066,1.132271946806292,2012
2012-05-09,-0.003490884554578812,0.4961990266469535,2012
2012-05-10,0.0011011746602144952,0.4303324510382801,2012
2012-05-11,-0.000990406382441355,0.6060590060888631,2012
2012-05-14,-0.007131442122895726,0.6479153534562412,2012
2012-05-15,-0.004235908029832606,0.3109298624495892,2012
2012-05-16,-0.0019051056251998127,0.46199773113650655,2012
2012-05-17,-0.006134463311675952,0.3684751916294888,2012
2012-05-18,-0.0035997216046100055,0.281747582177683,2012
2012-05-21,0.006636508269910288,0.2621359455338297,2012
2012-05-22,0.0008236298214470035,0.5123061374481852,2012
2012-05-23,0.0020136474851001175,0.32488347597034506,2012
2012-05-24,0.0018971930947341484,0.4638543796085838,2012
2012-05-25,-0.0013288187980017698,0.6402931909750715,2012
2012-05-29,0.011382816520077227,0.8411497115383781,2012
2012-05-30,-0.008724286019366131,0.8008612649924045,2012
2012-05-31,-0.000783761557501418,0.41657973213494814,2012
2012-06-01,-0.009176200689663455,0.36286512474179194,2012
2012-06-04,-0.001063553771331933,0.6218838112058842,2012
2012-06-05,0.0008525613412539111,0.777347730036731,2012
